country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Trinidad and Tobago,2003,female,15-24 years,13,131317,9.9,Trinidad and Tobago2003,,"11,305,459,802",9465,Millenials
Trinidad and Tobago,2003,female,75+ years,2,21123,9.47,Trinidad and Tobago2003,,"11,305,459,802",9465,Silent
Trinidad and Tobago,2003,female,35-54 years,13,171695,7.57,Trinidad and Tobago2003,,"11,305,459,802",9465,Boomers
Trinidad and Tobago,2003,female,25-34 years,5,96104,5.2,Trinidad and Tobago2003,,"11,305,459,802",9465,Generation X
Trinidad and Tobago,2003,female,55-74 years,2,80631,2.48,Trinidad and Tobago2003,,"11,305,459,802",9465,Silent
Trinidad and Tobago,2003,male,5-14 years,1,104386,0.96,Trinidad and Tobago2003,,"11,305,459,802",9465,Millenials
Trinidad and Tobago,2003,female,5-14 years,0,101728,0,Trinidad and Tobago2003,,"11,305,459,802",9465,Millenials
Trinidad and Tobago,2004,male,25-34 years,41,98286,41.71,Trinidad and Tobago2004,,"13,280,275,123",11066,Generation X
Trinidad and Tobago,2004,male,75+ years,5,13062,38.28,Trinidad and Tobago2004,,"13,280,275,123",11066,Silent
Trinidad and Tobago,2004,male,55-74 years,23,75035,30.65,Trinidad and Tobago2004,,"13,280,275,123",11066,Silent
Trinidad and Tobago,2004,male,35-54 years,48,173673,27.64,Trinidad and Tobago2004,,"13,280,275,123",11066,Boomers
Trinidad and Tobago,2004,male,15-24 years,26,133642,19.45,Trinidad and Tobago2004,,"13,280,275,123",11066,Millenials
Trinidad and Tobago,2004,female,75+ years,2,21582,9.27,Trinidad and Tobago2004,,"13,280,275,123",11066,Silent
Trinidad and Tobago,2004,female,55-74 years,7,83319,8.4,Trinidad and Tobago2004,,"13,280,275,123",11066,Silent
Trinidad and Tobago,2004,female,25-34 years,6,97964,6.12,Trinidad and Tobago2004,,"13,280,275,123",11066,Generation X
Trinidad and Tobago,2004,female,35-54 years,6,173777,3.45,Trinidad and Tobago2004,,"13,280,275,123",11066,Boomers
Trinidad and Tobago,2004,female,15-24 years,3,131237,2.29,Trinidad and Tobago2004,,"13,280,275,123",11066,Millenials
Trinidad and Tobago,2004,female,5-14 years,1,97999,1.02,Trinidad and Tobago2004,,"13,280,275,123",11066,Millenials
Trinidad and Tobago,2004,male,5-14 years,0,100540,0,Trinidad and Tobago2004,,"13,280,275,123",11066,Millenials
Trinidad and Tobago,2005,male,75+ years,4,13101,30.53,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Silent
Trinidad and Tobago,2005,male,25-34 years,30,100646,29.81,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Generation X
Trinidad and Tobago,2005,male,35-54 years,46,175153,26.26,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Boomers
Trinidad and Tobago,2005,male,55-74 years,12,78028,15.38,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Silent
Trinidad and Tobago,2005,male,15-24 years,18,132433,13.59,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Millenials
Trinidad and Tobago,2005,female,75+ years,2,21969,9.1,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Silent
Trinidad and Tobago,2005,female,15-24 years,10,129974,7.69,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Millenials
Trinidad and Tobago,2005,female,25-34 years,5,100221,4.99,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Generation X
Trinidad and Tobago,2005,female,35-54 years,6,175792,3.41,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Boomers
Trinidad and Tobago,2005,female,55-74 years,2,86311,2.32,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Silent
Trinidad and Tobago,2005,female,5-14 years,1,94688,1.06,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Millenials
Trinidad and Tobago,2005,male,5-14 years,0,97155,0,Trinidad and Tobago2005,0.753,"15,982,282,462",13258,Millenials
Trinidad and Tobago,2006,male,35-54 years,46,176241,26.1,Trinidad and Tobago2006,,"18,369,070,085",15190,Boomers
Trinidad and Tobago,2006,male,25-34 years,24,103825,23.12,Trinidad and Tobago2006,,"18,369,070,085",15190,Generation X
Trinidad and Tobago,2006,male,75+ years,3,13523,22.18,Trinidad and Tobago2006,,"18,369,070,085",15190,Silent
Trinidad and Tobago,2006,male,55-74 years,17,80846,21.03,Trinidad and Tobago2006,,"18,369,070,085",15190,Silent
Trinidad and Tobago,2006,male,15-24 years,23,129569,17.75,Trinidad and Tobago2006,,"18,369,070,085",15190,Millenials
Trinidad and Tobago,2006,female,55-74 years,6,88991,6.74,Trinidad and Tobago2006,,"18,369,070,085",15190,Silent
Trinidad and Tobago,2006,female,15-24 years,7,127191,5.5,Trinidad and Tobago2006,,"18,369,070,085",15190,Millenials
Trinidad and Tobago,2006,female,25-34 years,5,103304,4.84,Trinidad and Tobago2006,,"18,369,070,085",15190,Generation X
Trinidad and Tobago,2006,female,35-54 years,8,177413,4.51,Trinidad and Tobago2006,,"18,369,070,085",15190,Boomers
Trinidad and Tobago,2006,male,5-14 years,2,94129,2.12,Trinidad and Tobago2006,,"18,369,070,085",15190,Millenials
Trinidad and Tobago,2006,female,5-14 years,0,91756,0,Trinidad and Tobago2006,,"18,369,070,085",15190,Millenials
Trinidad and Tobago,2006,female,75+ years,0,22513,0,Trinidad and Tobago2006,,"18,369,070,085",15190,Silent
Trinidad and Tobago,2007,male,75+ years,5,13874,36.04,Trinidad and Tobago2007,,"21,642,304,046",17827,Silent
Trinidad and Tobago,2007,male,25-34 years,38,107378,35.39,Trinidad and Tobago2007,,"21,642,304,046",17827,Generation X
Trinidad and Tobago,2007,male,35-54 years,34,177478,19.16,Trinidad and Tobago2007,,"21,642,304,046",17827,Boomers
Trinidad and Tobago,2007,male,55-74 years,14,83938,16.68,Trinidad and Tobago2007,,"21,642,304,046",17827,Silent
Trinidad and Tobago,2007,male,15-24 years,20,125516,15.93,Trinidad and Tobago2007,,"21,642,304,046",17827,Millenials
Trinidad and Tobago,2007,female,25-34 years,6,106809,5.62,Trinidad and Tobago2007,,"21,642,304,046",17827,Generation X
Trinidad and Tobago,2007,female,75+ years,1,22983,4.35,Trinidad and Tobago2007,,"21,642,304,046",17827,Silent
Trinidad and Tobago,2007,female,55-74 years,3,92001,3.26,Trinidad and Tobago2007,,"21,642,304,046",17827,Silent
Trinidad and Tobago,2007,female,15-24 years,4,123176,3.25,Trinidad and Tobago2007,,"21,642,304,046",17827,Millenials
Trinidad and Tobago,2007,female,35-54 years,5,179070,2.79,Trinidad and Tobago2007,,"21,642,304,046",17827,Boomers
Trinidad and Tobago,2007,female,5-14 years,1,89716,1.11,Trinidad and Tobago2007,,"21,642,304,046",17827,Generation Z
Trinidad and Tobago,2007,male,5-14 years,0,92049,0,Trinidad and Tobago2007,,"21,642,304,046",17827,Generation Z
Trinidad and Tobago,2008,male,35-54 years,69,178781,38.59,Trinidad and Tobago2008,,"27,870,257,894",22857,Boomers
Trinidad and Tobago,2008,male,55-74 years,30,87254,34.38,Trinidad and Tobago2008,,"27,870,257,894",22857,Silent
Trinidad and Tobago,2008,male,25-34 years,37,110954,33.35,Trinidad and Tobago2008,,"27,870,257,894",22857,Generation X
Trinidad and Tobago,2008,male,75+ years,3,14157,21.19,Trinidad and Tobago2008,,"27,870,257,894",22857,Silent
Trinidad and Tobago,2008,male,15-24 years,23,120707,19.05,Trinidad and Tobago2008,,"27,870,257,894",22857,Millenials
Trinidad and Tobago,2008,female,15-24 years,11,118363,9.29,Trinidad and Tobago2008,,"27,870,257,894",22857,Millenials
Trinidad and Tobago,2008,female,35-54 years,15,180705,8.3,Trinidad and Tobago2008,,"27,870,257,894",22857,Boomers
Trinidad and Tobago,2008,female,25-34 years,5,110394,4.53,Trinidad and Tobago2008,,"27,870,257,894",22857,Generation X
Trinidad and Tobago,2008,female,75+ years,1,23393,4.27,Trinidad and Tobago2008,,"27,870,257,894",22857,Silent
Trinidad and Tobago,2008,female,55-74 years,4,95285,4.2,Trinidad and Tobago2008,,"27,870,257,894",22857,Silent
Trinidad and Tobago,2008,male,5-14 years,1,90838,1.1,Trinidad and Tobago2008,,"27,870,257,894",22857,Generation Z
Trinidad and Tobago,2008,female,5-14 years,0,88505,0,Trinidad and Tobago2008,,"27,870,257,894",22857,Generation Z
Trinidad and Tobago,2009,male,25-34 years,27,114143,23.65,Trinidad and Tobago2009,,"19,175,196,446",15652,Generation X
Trinidad and Tobago,2009,male,15-24 years,25,115721,21.6,Trinidad and Tobago2009,,"19,175,196,446",15652,Millenials
Trinidad and Tobago,2009,male,35-54 years,38,180029,21.11,Trinidad and Tobago2009,,"19,175,196,446",15652,Boomers
Trinidad and Tobago,2009,male,75+ years,3,14407,20.82,Trinidad and Tobago2009,,"19,175,196,446",15652,Silent
Trinidad and Tobago,2009,male,55-74 years,13,90729,14.33,Trinidad and Tobago2009,,"19,175,196,446",15652,Silent
Trinidad and Tobago,2009,female,55-74 years,6,98779,6.07,Trinidad and Tobago2009,,"19,175,196,446",15652,Silent
Trinidad and Tobago,2009,female,15-24 years,5,113362,4.41,Trinidad and Tobago2009,,"19,175,196,446",15652,Millenials
Trinidad and Tobago,2009,female,25-34 years,5,113622,4.4,Trinidad and Tobago2009,,"19,175,196,446",15652,Generation X
Trinidad and Tobago,2009,female,35-54 years,5,182233,2.74,Trinidad and Tobago2009,,"19,175,196,446",15652,Boomers
Trinidad and Tobago,2009,male,5-14 years,1,90312,1.11,Trinidad and Tobago2009,,"19,175,196,446",15652,Generation Z
Trinidad and Tobago,2009,female,5-14 years,0,87970,0,Trinidad and Tobago2009,,"19,175,196,446",15652,Generation Z
Trinidad and Tobago,2009,female,75+ years,0,23790,0,Trinidad and Tobago2009,,"19,175,196,446",15652,Silent
Trinidad and Tobago,2010,male,25-34 years,38,116664,32.57,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation X
Trinidad and Tobago,2010,male,75+ years,4,14639,27.32,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Silent
Trinidad and Tobago,2010,male,35-54 years,48,181184,26.49,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation X
Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Silent
Trinidad and Tobago,2010,male,15-24 years,17,110950,15.32,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Millenials
Trinidad and Tobago,2010,female,15-24 years,9,108605,8.29,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Millenials
Trinidad and Tobago,2010,female,25-34 years,9,116210,7.74,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation X
Trinidad and Tobago,2010,female,35-54 years,8,183641,4.36,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation X
Trinidad and Tobago,2010,female,55-74 years,4,102440,3.9,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Silent
Trinidad and Tobago,2010,female,5-14 years,1,87897,1.14,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation Z
Trinidad and Tobago,2010,male,5-14 years,1,90237,1.11,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Generation Z
Trinidad and Tobago,2010,female,75+ years,0,24200,0,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Silent
Trinidad and Tobago,2011,male,75+ years,5,15189,32.92,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Silent
Trinidad and Tobago,2011,male,35-54 years,41,181905,22.54,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Generation X
Trinidad and Tobago,2011,male,55-74 years,21,97186,21.61,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Boomers
Trinidad and Tobago,2011,male,25-34 years,25,119254,20.96,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Millenials
Trinidad and Tobago,2011,male,15-24 years,20,106653,18.75,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Millenials
Trinidad and Tobago,2011,female,25-34 years,8,118786,6.73,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Millenials
Trinidad and Tobago,2011,female,15-24 years,5,104361,4.79,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Millenials
Trinidad and Tobago,2011,female,35-54 years,8,184776,4.33,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Generation X
Trinidad and Tobago,2011,female,55-74 years,4,105486,3.79,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Boomers
Trinidad and Tobago,2011,female,5-14 years,2,88170,2.27,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Generation Z
Trinidad and Tobago,2011,female,75+ years,0,24863,0,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Silent
Trinidad and Tobago,2011,male,5-14 years,0,90557,0,Trinidad and Tobago2011,0.767,"25,433,011,405",20557,Generation Z
United States,1985,male,75+ years,2177,4064000,53.57,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
United States,1985,male,55-74 years,5302,17971000,29.5,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
United States,1985,male,25-34 years,5134,20986000,24.46,United States1985,0.841,"4,346,734,000,000",19693,Boomers
United States,1985,male,35-54 years,6053,26589000,22.77,United States1985,0.841,"4,346,734,000,000",19693,Silent
United States,1985,male,15-24 years,4267,19962000,21.38,United States1985,0.841,"4,346,734,000,000",19693,Generation X
United States,1985,female,35-54 years,2105,27763000,7.58,United States1985,0.841,"4,346,734,000,000",19693,Silent
United States,1985,female,55-74 years,1568,21366000,7.34,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
United States,1985,female,75+ years,466,7469000,6.24,United States1985,0.841,"4,346,734,000,000",19693,G.I. Generation
United States,1985,female,25-34 years,1242,21041000,5.9,United States1985,0.841,"4,346,734,000,000",19693,Boomers
United States,1985,female,15-24 years,854,19589000,4.36,United States1985,0.841,"4,346,734,000,000",19693,Generation X
United States,1985,male,5-14 years,205,17370000,1.18,United States1985,0.841,"4,346,734,000,000",19693,Generation X
United States,1985,female,5-14 years,73,16553000,0.44,United States1985,0.841,"4,346,734,000,000",19693,Generation X
United States,1986,male,75+ years,2340,4178000,56.01,United States1986,,"4,590,155,000,000",20588,G.I. Generation
United States,1986,male,55-74 years,5500,18101000,30.39,United States1986,,"4,590,155,000,000",20588,G.I. Generation
United States,1986,male,25-34 years,5450,21393000,25.48,United States1986,,"4,590,155,000,000",20588,Boomers
United States,1986,male,35-54 years,6450,27363000,23.57,United States1986,,"4,590,155,000,000",20588,Silent
United States,1986,male,15-24 years,4276,19715000,21.69,United States1986,,"4,590,155,000,000",20588,Generation X
United States,1986,female,35-54 years,2299,28520000,8.06,United States1986,,"4,590,155,000,000",20588,Silent
United States,1986,female,55-74 years,1696,21455000,7.9,United States1986,,"4,590,155,000,000",20588,G.I. Generation
United States,1986,female,75+ years,521,7669000,6.79,United States1986,,"4,590,155,000,000",20588,G.I. Generation
United States,1986,female,25-34 years,1261,21391000,5.9,United States1986,,"4,590,155,000,000",20588,Boomers
United States,1986,female,15-24 years,844,19313000,4.37,United States1986,,"4,590,155,000,000",20588,Generation X
United States,1986,male,5-14 years,199,17338000,1.15,United States1986,,"4,590,155,000,000",20588,Generation X
United States,1986,female,5-14 years,56,16517000,0.34,United States1986,,"4,590,155,000,000",20588,Generation X
United States,1987,male,75+ years,2532,4295000,58.95,United States1987,,"4,870,217,000,000",21631,G.I. Generation
United States,1987,male,55-74 years,5482,18190000,30.14,United States1987,,"4,870,217,000,000",21631,G.I. Generation
United States,1987,male,25-34 years,5370,21670000,24.78,United States1987,,"4,870,217,000,000",21631,Boomers
United States,1987,male,35-54 years,6569,28222000,23.28,United States1987,,"4,870,217,000,000",21631,Silent
United States,1987,male,15-24 years,4109,19327000,21.26,United States1987,,"4,870,217,000,000",21631,Generation X
United States,1987,female,35-54 years,2270,29359000,7.73,United States1987,,"4,870,217,000,000",21631,Silent
United States,1987,female,55-74 years,1596,21497000,7.42,United States1987,,"4,870,217,000,000",21631,G.I. Generation
United States,1987,female,75+ years,504,7872000,6.4,United States1987,,"4,870,217,000,000",21631,G.I. Generation
United States,1987,female,25-34 years,1285,21645000,5.94,United States1987,,"4,870,217,000,000",21631,Boomers
United States,1987,female,15-24 years,815,18925000,4.31,United States1987,,"4,870,217,000,000",21631,Generation X
United States,1987,male,5-14 years,199,17486000,1.14,United States1987,,"4,870,217,000,000",21631,Generation X
United States,1987,female,5-14 years,52,16660000,0.31,United States1987,,"4,870,217,000,000",21631,Generation X
United States,1988,male,75+ years,2548,4409000,57.79,United States1988,,"5,252,629,000,000",23103,G.I. Generation
United States,1988,male,55-74 years,5198,18235000,28.51,United States1988,,"5,252,629,000,000",23103,G.I. Generation
United States,1988,male,25-34 years,5463,21853000,25,United States1988,,"5,252,629,000,000",23103,Boomers
United States,1988,male,35-54 years,6528,29147000,22.4,United States1988,,"5,252,629,000,000",23103,Silent
United States,1988,male,15-24 years,4143,18897000,21.92,United States1988,,"5,252,629,000,000",23103,Generation X
United States,1988,female,35-54 years,2209,30281000,7.3,United States1988,,"5,252,629,000,000",23103,Silent
United States,1988,female,55-74 years,1504,21491000,7,United States1988,,"5,252,629,000,000",23103,G.I. Generation
United States,1988,female,75+ years,519,8062000,6.44,United States1988,,"5,252,629,000,000",23103,G.I. Generation
United States,1988,female,25-34 years,1247,21822000,5.71,United States1988,,"5,252,629,000,000",23103,Boomers
United States,1988,female,15-24 years,786,18501000,4.25,United States1988,,"5,252,629,000,000",23103,Generation X
United States,1988,male,5-14 years,181,17751000,1.02,United States1988,,"5,252,629,000,000",23103,Generation X
United States,1988,female,5-14 years,62,16904000,0.37,United States1988,,"5,252,629,000,000",23103,Generation X
United States,1989,male,75+ years,2462,4541000,54.22,United States1989,,"5,657,693,000,000",24654,G.I. Generation
United States,1989,male,55-74 years,5185,18295000,28.34,United States1989,,"5,657,693,000,000",24654,G.I. Generation
United States,1989,male,25-34 years,5339,21943000,24.33,United States1989,,"5,657,693,000,000",24654,Boomers
United States,1989,male,35-54 years,6814,30135000,22.61,United States1989,,"5,657,693,000,000",24654,Silent
United States,1989,male,15-24 years,4106,18459000,22.24,United States1989,,"5,657,693,000,000",24654,Generation X
United States,1989,female,35-54 years,2159,31264000,6.91,United States1989,,"5,657,693,000,000",24654,Silent
United States,1989,female,55-74 years,1432,21480000,6.67,United States1989,,"5,657,693,000,000",24654,G.I. Generation
United States,1989,female,75+ years,491,8262000,5.94,United States1989,,"5,657,693,000,000",24654,G.I. Generation
United States,1989,female,25-34 years,1226,21892000,5.6,United States1989,,"5,657,693,000,000",24654,Boomers
United States,1989,female,15-24 years,764,18055000,4.23,United States1989,,"5,657,693,000,000",24654,Generation X
United States,1989,male,5-14 years,184,18010000,1.02,United States1989,,"5,657,693,000,000",24654,Generation X
United States,1989,female,5-14 years,56,17151000,0.33,United States1989,,"5,657,693,000,000",24654,Generation X
United States,1990,male,75+ years,2653,4585900,57.85,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,male,55-74 years,5109,17861900,28.6,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,male,25-34 years,5339,21564300,24.76,United States1990,0.859,"5,979,589,000,000",26004,Boomers
United States,1990,male,35-54 years,7260,30742000,23.62,United States1990,0.859,"5,979,589,000,000",26004,Silent
United States,1990,male,15-24 years,4160,18915400,21.99,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,female,55-74 years,1504,21296300,7.06,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,female,35-54 years,2175,31749500,6.85,United States1990,0.859,"5,979,589,000,000",26004,Silent
United States,1990,female,75+ years,511,8447400,6.05,United States1990,0.859,"5,979,589,000,000",26004,G.I. Generation
United States,1990,female,25-34 years,1211,21596400,5.61,United States1990,0.859,"5,979,589,000,000",26004,Boomers
United States,1990,female,15-24 years,709,18097900,3.92,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,male,5-14 years,195,17970800,1.09,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1990,female,5-14 years,69,17124400,0.4,United States1990,0.859,"5,979,589,000,000",26004,Generation X
United States,1991,male,75+ years,2673,4769000,56.05,United States1991,,"6,174,043,000,000",26503,G.I. Generation
United States,1991,male,55-74 years,4983,17954000,27.75,United States1991,,"6,174,043,000,000",26503,Silent
United States,1991,male,25-34 years,5361,21427000,25.02,United States1991,,"6,174,043,000,000",26503,Boomers
United States,1991,male,35-54 years,7454,31995000,23.3,United States1991,,"6,174,043,000,000",26503,Boomers
United States,1991,male,15-24 years,4073,18609000,21.89,United States1991,,"6,174,043,000,000",26503,Generation X
United States,1991,female,35-54 years,2296,33017000,6.95,United States1991,,"6,174,043,000,000",26503,Boomers
United States,1991,female,55-74 years,1342,21331000,6.29,United States1991,,"6,174,043,000,000",26503,Silent
United States,1991,female,75+ years,511,8705000,5.87,United States1991,,"6,174,043,000,000",26503,G.I. Generation
United States,1991,female,25-34 years,1153,21450000,5.38,United States1991,,"6,174,043,000,000",26503,Boomers
United States,1991,female,15-24 years,678,17790000,3.81,United States1991,,"6,174,043,000,000",26503,Generation X
United States,1991,male,5-14 years,208,18388000,1.13,United States1991,,"6,174,043,000,000",26503,Millenials
United States,1991,female,5-14 years,58,17520000,0.33,United States1991,,"6,174,043,000,000",26503,Millenials
United States,1992,male,75+ years,2573,4916700,52.33,United States1992,,"6,539,299,000,000",27760,G.I. Generation
United States,1992,male,55-74 years,4818,18038900,26.71,United States1992,,"6,539,299,000,000",27760,Silent
United States,1992,male,25-34 years,5102,21232500,24.03,United States1992,,"6,539,299,000,000",27760,Boomers
United States,1992,male,35-54 years,7679,33165400,23.15,United States1992,,"6,539,299,000,000",27760,Boomers
United States,1992,male,15-24 years,4044,18478000,21.89,United States1992,,"6,539,299,000,000",27760,Generation X
United States,1992,female,35-54 years,2348,34156600,6.87,United States1992,,"6,539,299,000,000",27760,Boomers
United States,1992,female,55-74 years,1325,21346900,6.21,United States1992,,"6,539,299,000,000",27760,Silent
United States,1992,female,75+ years,549,8898100,6.17,United States1992,,"6,539,299,000,000",27760,G.I. Generation
United States,1992,female,25-34 years,1070,21212300,5.04,United States1992,,"6,539,299,000,000",27760,Boomers
United States,1992,female,15-24 years,649,17668700,3.67,United States1992,,"6,539,299,000,000",27760,Generation X
United States,1992,male,5-14 years,232,18668200,1.24,United States1992,,"6,539,299,000,000",27760,Millenials
United States,1992,female,5-14 years,82,17783300,0.46,United States1992,,"6,539,299,000,000",27760,Millenials
United States,1993,male,75+ years,2649,5043500,52.52,United States1993,,"6,878,718,000,000",28891,G.I. Generation
United States,1993,male,55-74 years,4797,18163000,26.41,United States1993,,"6,878,718,000,000",28891,Silent
United States,1993,male,25-34 years,5218,20942000,24.92,United States1993,,"6,878,718,000,000",28891,Boomers
United States,1993,male,35-54 years,7976,34205000,23.32,United States1993,,"6,878,718,000,000",28891,Boomers
United States,1993,male,15-24 years,4119,18399400,22.39,United States1993,,"6,878,718,000,000",28891,Generation X
United States,1993,female,35-54 years,2362,35236400,6.7,United States1993,,"6,878,718,000,000",28891,Boomers
United States,1993,female,55-74 years,1304,21398900,6.09,United States1993,,"6,878,718,000,000",28891,Silent
United States,1993,female,75+ years,519,9090400,5.71,United States1993,,"6,878,718,000,000",28891,G.I. Generation
United States,1993,female,25-34 years,1089,20933400,5.2,United States1993,,"6,878,718,000,000",28891,Boomers
United States,1993,female,15-24 years,730,17630000,4.14,United States1993,,"6,878,718,000,000",28891,Generation X
United States,1993,male,5-14 years,233,18972100,1.23,United States1993,,"6,878,718,000,000",28891,Millenials
United States,1993,female,5-14 years,88,18078200,0.49,United States1993,,"6,878,718,000,000",28891,Millenials
United States,1994,male,75+ years,2629,5185500,50.7,United States1994,,"7,308,755,000,000",30375,G.I. Generation
United States,1994,male,25-34 years,5295,20676800,25.61,United States1994,,"7,308,755,000,000",30375,Boomers
United States,1994,male,55-74 years,4498,18273200,24.62,United States1994,,"7,308,755,000,000",30375,Silent
United States,1994,male,15-24 years,4302,18347400,23.45,United States1994,,"7,308,755,000,000",30375,Generation X
United States,1994,male,35-54 years,8199,35239700,23.27,United States1994,,"7,308,755,000,000",30375,Boomers
United States,1994,female,35-54 years,2472,36290200,6.81,United States1994,,"7,308,755,000,000",30375,Boomers
United States,1994,female,75+ years,514,9261000,5.55,United States1994,,"7,308,755,000,000",30375,G.I. Generation
United States,1994,female,55-74 years,1179,21456100,5.49,United States1994,,"7,308,755,000,000",30375,Silent
United States,1994,female,25-34 years,1059,20677400,5.12,United States1994,,"7,308,755,000,000",30375,Boomers
United States,1994,female,15-24 years,654,17595500,3.72,United States1994,,"7,308,755,000,000",30375,Generation X
United States,1994,male,5-14 years,234,19259500,1.21,United States1994,,"7,308,755,000,000",30375,Millenials
United States,1994,female,5-14 years,88,18351800,0.48,United States1994,,"7,308,755,000,000",30375,Millenials
United States,1995,male,75+ years,2580,5346600,48.25,United States1995,0.876,"7,664,060,000,000",31518,G.I. Generation
United States,1995,male,25-34 years,5234,20432000,25.62,United States1995,0.876,"7,664,060,000,000",31518,Generation X
United States,1995,male,55-74 years,4607,18386200,25.06,United States1995,0.876,"7,664,060,000,000",31518,Silent
United States,1995,male,35-54 years,8545,36243300,23.58,United States1995,0.876,"7,664,060,000,000",31518,Boomers
United States,1995,male,15-24 years,4132,18352000,22.52,United States1995,0.876,"7,664,060,000,000",31518,Generation X
United States,1995,female,35-54 years,2454,37303100,6.58,United States1995,0.876,"7,664,060,000,000",31518,Boomers
United States,1995,female,75+ years,516,9426600,5.47,United States1995,0.876,"7,664,060,000,000",31518,G.I. Generation
United States,1995,female,55-74 years,1157,21504100,5.38,United States1995,0.876,"7,664,060,000,000",31518,Silent
United States,1995,female,25-34 years,1058,20441200,5.18,United States1995,0.876,"7,664,060,000,000",31518,Generation X
United States,1995,female,15-24 years,652,17594600,3.71,United States1995,0.876,"7,664,060,000,000",31518,Generation X
United States,1995,male,5-14 years,260,19528500,1.33,United States1995,0.876,"7,664,060,000,000",31518,Millenials
United States,1995,female,5-14 years,77,18606000,0.41,United States1995,0.876,"7,664,060,000,000",31518,Millenials
United States,1996,male,75+ years,2586,5556200,46.54,United States1996,,"8,100,201,000,000",32928,G.I. Generation
United States,1996,male,55-74 years,4613,18490700,24.95,United States1996,,"8,100,201,000,000",32928,Silent
United States,1996,male,35-54 years,8984,37405100,24.02,United States1996,,"8,100,201,000,000",32928,Boomers
United States,1996,male,25-34 years,4848,20191300,24.01,United States1996,,"8,100,201,000,000",32928,Generation X
United States,1996,male,15-24 years,3724,18617800,20,United States1996,,"8,100,201,000,000",32928,Generation X
United States,1996,female,35-54 years,2594,38357900,6.76,United States1996,,"8,100,201,000,000",32928,Boomers
United States,1996,female,55-74 years,1118,21540200,5.19,United States1996,,"8,100,201,000,000",32928,Silent
United States,1996,female,25-34 years,1013,20176900,5.02,United States1996,,"8,100,201,000,000",32928,Generation X
United States,1996,female,75+ years,463,9635400,4.81,United States1996,,"8,100,201,000,000",32928,G.I. Generation
United States,1996,female,15-24 years,634,17604000,3.6,United States1996,,"8,100,201,000,000",32928,Generation X
United States,1996,male,5-14 years,225,19681500,1.14,United States1996,,"8,100,201,000,000",32928,Millenials
United States,1996,female,5-14 years,77,18740800,0.41,United States1996,,"8,100,201,000,000",32928,Millenials
United States,1997,male,75+ years,2566,5740700,44.7,United States1997,,"8,608,515,000,000",34644,G.I. Generation
United States,1997,male,55-74 years,4514,18659400,24.19,United States1997,,"8,608,515,000,000",34644,Silent
United States,1997,male,25-34 years,4684,19810400,23.64,United States1997,,"8,608,515,000,000",34644,Generation X
